sample_accession,sample_description,tax_id,age,altitude,assembly_quality,assembly_software,binning_software,bio_material,broad_scale_environmental_context,broker_name,cell_line,cell_type,center_name,checklist,collected_by,collection_date,collection_date_end,collection_date_start,completeness_score,contamination_score,country,cultivar,culture_collection,datahub,depth,description,dev_stage,disease,ecotype,elevation,environment_biome,environment_feature,environment_material,environmental_medium,environmental_sample,experimental_factor,first_public,germline,host,host_body_site,host_genotype,host_gravidity,host_growth_conditions,host_phenotype,host_scientific_name,host_sex,host_status,host_tax_id,identified_by,investigation_type,isolate,isolation_source,keywords,last_updated,lat,local_environmental_context,location,location_end,location_start,lon,marine_region,mating_type,ncbi_reporting_standard,ph,project_name,protocol_label,related_sample_accession,salinity,sample_alias,sample_capture_status,sample_collection,sample_material,sample_title,sampling_campaign,sampling_platform,sampling_site,scientific_name,secondary_sample_accession,sequencing_method,serotype,serovar,sex,specimen_voucher,status,strain,study_accession,sub_species,sub_strain,submission_accession,submission_tool,submitted_host_sex,tag,target_gene,tax_lineage,taxonomic_classification,taxonomic_identity_marker,temperature,tissue_lib,tissue_type,variety
SAMN37005423,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,124_2_2_7,,,2024-08-25,,,,,,,,,Plant,,,,,,F68,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667432,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005111,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,129_1_1_5,,,2024-08-25,,,,,,,,,Plant,,,,,,C4,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667905,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005424,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,124_2_4_9,,,2024-08-25,,,,,,,,,Plant,,,,,,F69,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667429,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005112,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,30_1_2_2,,,2024-08-25,,,,,,,,,Plant,,,,,,C40,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667907,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005425,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,66_2_1_3,,,2024-08-25,,,,,,,,,Plant,,,,,,F7,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667430,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005427,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,44_2_1_10,,,2024-08-25,,,,,,,,,Plant,,,,,,F71,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667433,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005119,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,55_1_3_10,,,2024-08-25,,,,,,,,,Plant,,,,,,C47,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667792,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005428,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,44_2_4_10,,,2024-08-25,,,,,,,,,Plant,,,,,,F72,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667435,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005125,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,18_1_1_1,,,2024-08-25,,,,,,,,,Plant,,,,,,C52,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667796,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005429,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,101_2_1_8,,,2024-08-25,,,,,,,,,Plant,,,,,,F73,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667436,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005126,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,18_1_2_6,,,2024-08-25,,,,,,,,,Plant,,,,,,C53,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667797,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005430,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,101_2_1_10,,,2024-08-25,,,,,,,,,Plant,,,,,,F74,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667437,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005431,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,101_2_3_10,,,2024-08-25,,,,,,,,,Plant,,,,,,F75,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667438,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005132,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,5_1_4_10,,,2024-08-25,,,,,,,,,Plant,,,,,,C59,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667805,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005433,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,14_2_3_7,,,2024-08-25,,,,,,,,,Plant,,,,,,F77,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667439,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005135,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,76_1_3_5,,,2024-08-25,,,,,,,,,Plant,,,,,,C62,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667807,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005140,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,130_1_1_4,,,2024-08-25,,,,,,,,,Plant,,,,,,C67,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667813,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005434,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,14_2_4_10,,,2024-08-25,,,,,,,,,Plant,,,,,,F78,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667440,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005438,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,129_2_4_9,,,2024-08-25,,,,,,,,,Plant,,,,,,F81,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667446,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005142,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,158_1_1_6,,,2024-08-25,,,,,,,,,Plant,,,,,,C7,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667815,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005144,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,66_1_2_3,,,2024-08-25,,,,,,,,,Plant,,,,,,C71,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667913,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005440,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,71_2_4_5,,,2024-08-25,,,,,,,,,Plant,,,,,,F83,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667448,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005443,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,117_2_1_9,,,2024-08-25,,,,,,,,,Plant,,,,,,F86,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667451,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005146,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,54_1_1_7,,,2024-08-25,,,,,,,,,Plant,,,,,,C73,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667918,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005448,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,161_2_5_3,,,2024-08-25,,,,,,,,,Plant,,,,,,F90,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667457,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005148,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,54_1_5_3,,,2024-08-25,,,,,,,,,Plant,,,,,,C75,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667919,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005450,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,102_2_4_1,,,2024-08-25,,,,,,,,,Plant,,,,,,F92,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667459,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005152,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,91_1_1_2,,,2024-08-25,,,,,,,,,Plant,,,,,,C79,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667923,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005453,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,52_2_2_8,,,2024-08-25,,,,,,,,,Plant,,,,,,F95,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667467,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005160,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,37_1_2_1,,,2024-08-25,,,,,,,,,Plant,,,,,,C86,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667932,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005454,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,52_2_4_2,,,2024-08-25,,,,,,,,,Plant,,,,,,F96,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667462,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005164,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,158_1_4_10,,,2024-08-25,,,,,,,,,Plant,,,,,,C9,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667934,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005456,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,91_2_1_6,,,2024-08-25,,,,,,,,,Plant,,,,,,G10,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667465,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005165,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,136_1_5_2,,,2024-08-25,,,,,,,,,Plant,,,,,,C90,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667936,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005166,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,83_1_1_4,,,2024-08-25,,,,,,,,,Plant,,,,,,C91,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667938,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005457,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,91_2_3_1,,,2024-08-25,,,,,,,,,Plant,,,,,,G11,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667464,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005167,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,83_1_4_1,,,2024-08-25,,,,,,,,,Plant,,,,,,C92,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667937,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
